word,log_occurence
clung,-5.549038379
fists,-5.549281238
tenor,-5.550083838
lofty,-5.550190366
fiery,-5.552429667
stray,-5.553033715
ducks,-5.553746293
socks,-5.555699437
flare,-5.557012524
nylon,-5.558216357
medal,-5.55822213
slack,-5.558659463
tying,-5.559171629
muddy,-5.561225158
tutor,-5.563035408
chalk,-5.564306494
tempo,-5.565214006
aorta,-5.565258216
cheer,-5.56602757
steer,-5.566066834
debut,-5.566777522
broth,-5.566785261
evoke,-5.567187273
slabs,-5.567245619
knelt,-5.568989429
maple,-5.569492173
ovary,-5.570327429
lions,-5.571445373
facet,-5.571629805
setae,-5.571710061
verge,-5.57200938
vines,-5.572260622
leaks,-5.573198745
hooks,-5.574159416
scare,-5.574651623
lends,-5.574764136
niece,-5.57491695
chick,-5.575166929
equip,-5.57573437
spans,-5.575926661
hurts,-5.576491822
depot,-5.577727746
vault,-5.578607243
gangs,-5.579690083
tides,-5.580116209
wreck,-5.581051037
chess,-5.581209961
mates,-5.58185247
jumps,-5.58194152
plume,-5.582075076
humid,-5.582148997
wares,-5.583482854
gears,-5.583825873
cigar,-5.584168549
stout,-5.584450885
paced,-5.584728141
creed,-5.586150485
reefs,-5.587328228
gloom,-5.587453133
ethos,-5.587559682
idiot,-5.588372613
vigor,-5.588426589
align,-5.588779471
fined,-5.589021225
shrub,-5.589555003
bales,-5.589936916
crawl,-5.593198122
volts,-5.594464376
cords,-5.594518877
hairy,-5.594958889
froze,-5.594983857
bosom,-5.597870298
wafer,-5.603984099
peril,-5.604092142
clamp,-5.605837121
robes,-5.60691653
lambs,-5.607192844
sings,-5.608641075
cakes,-5.608776527
hangs,-5.608800745
manor,-5.608938857
tombs,-5.610334559
strap,-5.61054091
slain,-5.610816145
lumen,-5.61100477
scalp,-5.611769675
bulls,-5.612567644
pearl,-5.612651536
motel,-5.613252584
flute,-5.614322634
china,-5.614331734
bokes,-5.615027577
apace,-5.615176299
frown,-5.616863411
reset,-5.618797296
scrub,-5.619020295
boast,-5.620056781
sails,-5.620353063
pasta,-5.620505402
rhyme,-5.620803779
cleft,-5.621040777
glove,-5.622874255
mixer,-5.623280297
hymns,-5.624357586
bliss,-5.624650774
baked,-5.625695154
meats,-5.628354951
tread,-5.628960091
juror,-5.629132379
cysts,-5.629269163
forge,-5.630173071
bleak,-5.630224299
pleas,-5.630705481
awoke,-5.631601953
hinge,-5.631798397
merry,-5.632598022
roast,-5.633330875
timed,-5.63506986
liens,-5.635169373
mixes,-5.635330721
gotta,-5.635874925
carts,-5.635961386
goose,-5.636037024
villa,-5.636238971
stalk,-5.636239404
caves,-5.636615923
wired,-5.637067634
tunes,-5.637424926
warns,-5.638113333
menus,-5.638662049
brine,-5.638913257
icons,-5.638931622
clone,-5.638994843
tonic,-5.640717921
dunes,-5.641074392
waits,-5.642759973
woody,-5.643172002
asses,-5.643305664
sinks,-5.64331134
thine,-5.643662571
papal,-5.644277508
haven,-5.644511596
moods,-5.644602886
obese,-5.644640011
apron,-5.644884701
reins,-5.645389141
groom,-5.645995495
guise,-5.646508522
bends,-5.647415325
lyric,-5.648989784
weave,-5.649917373
circa,-5.651628701
unfit,-5.653154676
sieve,-5.654162819
docks,-5.654731242
tacit,-5.654877334
pouch,-5.656459705
clues,-5.657067873
seams,-5.657918619
quark,-5.657994786
badge,-5.660104645
adieu,-5.660231281
frail,-5.660490874
pivot,-5.660625704
timer,-5.660886825
cubes,-5.662829717
pines,-5.662925012
babes,-5.664089016
snack,-5.664608683
begot,-5.664983743
mimic,-5.666400826
silty,-5.666989586
fools,-5.667795388
daddy,-5.66788415
steak,-5.668189454
scorn,-5.668850631
shark,-5.669243921
crore,-5.669396647
attic,-5.669666253
motto,-5.66995666
perch,-5.672054963
decks,-5.672833001
curls,-5.672969081
paddy,-5.673134682
sting,-5.673956259
gloss,-5.674090717
helix,-5.67417556
brows,-5.674454895
trays,-5.675665479
exits,-5.676011842
raped,-5.67614565
dolls,-5.676594291
hydro,-5.676602271
fumes,-5.67715647
ceded,-5.680730051
prism,-5.681316629
semen,-5.681382037
hasty,-5.68181682
scary,-5.681831836
sheds,-5.682052316
hello,-5.68248503
cedar,-5.682610564
hobby,-5.683143332
puppy,-5.683291619
abode,-5.684089942
desks,-5.684466201
bored,-5.684900357
ledge,-5.685167944
frogs,-5.685407586
radii,-5.68554417
miner,-5.685736514
fairs,-5.68733351
melts,-5.688159808
litre,-5.689153372
scant,-5.690251612
grips,-5.690826124
pedal,-5.690861606
nodal,-5.691391108
coate,-5.691484933
paras,-5.691711984
cling,-5.692346478
shunt,-5.693113569
razor,-5.694142032
evade,-5.695433297
libel,-5.695622976
amber,-5.697164704
annex,-5.697264762
redox,-5.698221482
stale,-5.698897098
peach,-5.699197712
vices,-5.699805847
buddy,-5.701284826
grids,-5.702003245
saith,-5.702272203
spins,-5.704304729
latex,-5.704575227
geese,-5.704631735
idiom,-5.704759818
taped,-5.705205994
camel,-5.705323093
claws,-5.705878909
waged,-5.705884771
tonne,-5.706127344
spies,-5.707630799
oddly,-5.70773214
belts,-5.708044343
yacht,-5.709307569
brood,-5.709828966
nexus,-5.709872653
torso,-5.710758876
sects,-5.711002629
plugs,-5.7110671
purge,-5.711556486
slick,-5.716951707
mucus,-5.717037508
blush,-5.717596677
grove,-5.718264007
stump,-5.718526009
erase,-5.7185641
widen,-5.718581325
bleed,-5.719593544
slash,-5.719973758
wiser,-5.720213312
almes,-5.720817985
mails,-5.721693514
dogma,-5.722528526
patio,-5.724078956
birch,-5.724288287
leapt,-5.724518779
brute,-5.724672156
hates,-5.725541613
debit,-5.726304254
bulky,-5.726981075
scarf,-5.727501393
chant,-5.727625282
causa,-5.728236223
aroma,-5.728478985
jelly,-5.72926251
quilt,-5.729623093
witty,-5.729841215
phage,-5.733158281
latch,-5.733595385
rumor,-5.734852077
necks,-5.73620748
grind,-5.737615724
timid,-5.737644075
negro,-5.7377469
femur,-5.737822713
shaky,-5.73792756
vowed,-5.738163327
magma,-5.738867231
aptly,-5.739365613
comma,-5.739436223
dryer,-5.739893616
cooks,-5.740611811
radon,-5.741084837
brisk,-5.741595072
brink,-5.742024761
amply,-5.742646034
fecal,-5.742878155
pussy,-5.743088124
flaps,-5.743834208
barre,-5.744300944
smear,-5.744707392
bluff,-5.74588292
zeros,-5.746013266
anent,-5.746379993
molds,-5.746542494
crabs,-5.747088541
satin,-5.747878291
voids,-5.748209142
tonal,-5.749201046
datum,-5.749608305
casks,-5.750128783
shrug,-5.750314412
poker,-5.751523907
lance,-5.752342452
cater,-5.752893701
clays,-5.753933901
downs,-5.755518013
racks,-5.757151459
grill,-5.757316586
adept,-5.757428824
clime,-5.757566304
chips,-5.759098666
groan,-5.759594691
forts,-5.759615917
twigs,-5.760094573
glaze,-5.760217566
sneak,-5.760347159
visas,-5.761355778
pesos,-5.763995595
messy,-5.764719983
oaths,-5.764880708
remit,-5.765799245
earns,-5.766282411
brook,-5.766451628
jewel,-5.766940172
watts,-5.767389639
lupus,-5.767710102
avian,-5.768766918
rabbi,-5.768778631
choke,-5.769406374
calyx,-5.769664407
areal,-5.769824643
fixes,-5.770120019
rinse,-5.770265408
noses,-5.770384724
taboo,-5.770460318
idols,-5.770863351
chace,-5.772069814
nicht,-5.772562164
palsy,-5.772850084
glide,-5.772879798
moles,-5.773645514
salon,-5.773932256
cheat,-5.774507979
mules,-5.777461458
beset,-5.779309192
payee,-5.780181283
slump,-5.781868035
piers,-5.783174285
leans,-5.783315656
hardy,-5.783582375
paces,-5.784509992
glued,-5.784679295
plank,-5.78510943
mural,-5.785697034
curly,-5.786055662
drown,-5.786483395
haunt,-5.786538163
muted,-5.787867325
scout,-5.788220128
spice,-5.788642352
tibia,-5.789349561
brace,-5.789881185
whore,-5.79051841
dwelt,-5.79195267
yarns,-5.791997831
feces,-5.792704108
famed,-5.794388211
chunk,-5.794511899
havoc,-5.794608252
plump,-5.795114101
swarm,-5.79556185
abyss,-5.795694651
cloke,-5.796392263
truce,-5.796880278
maxim,-5.797007987
snail,-5.798118044
rusty,-5.798481752
bribe,-5.798898158
venom,-5.798905852
blaze,-5.799850259
plaza,-5.800657659
triad,-5.800918514
blink,-5.801295843
stony,-5.802271977
axiom,-5.803729671
flint,-5.80394784
cures,-5.804163347
mains,-5.805130149
argon,-5.805313595
sacks,-5.805352694
telex,-5.80628806
slums,-5.80664618
bower,-5.806887024
avert,-5.808155294
larva,-5.808437
lotus,-5.809687389
soles,-5.810917608
quart,-5.812863193
mites,-5.814245978
leaps,-5.814354093
poked,-5.814870653
comet,-5.81537331
bowls,-5.816127734
slows,-5.816693774
wharf,-5.819784248
props,-5.820681333
laced,-5.820731028
spore,-5.820872826
lucid,-5.822598092
sonic,-5.822811894
dimly,-5.824919687
abbot,-5.824928346
recur,-5.825056322
renin,-5.825507563
dizzy,-5.826538414
arson,-5.828202994
proto,-5.829312954
chapt,-5.830173205
hyper,-5.830794043
lemma,-5.831103887
cults,-5.831192617
spasm,-5.832091449
ovens,-5.832746946
canes,-5.832886655
looms,-5.833102385
decor,-5.836125291
tease,-5.836227262
leafy,-5.83650476
heats,-5.836900455
berth,-5.837066757
gleam,-5.83794741
slang,-5.83836358
tally,-5.8388326
bulbs,-5.839412142
drier,-5.83947903
stair,-5.841246189
grabs,-5.841664867
abbey,-5.84375264
folio,-5.844486145
odors,-5.845394428
ovate,-5.846296563
aloof,-5.846888833
loser,-5.848193745
sages,-5.848359404
maids,-5.849164632
broom,-5.850487906
fossa,-5.851865863
bombs,-5.852135084
bully,-5.852281749
manic,-5.852524844
lysis,-5.852866074
baith,-5.853629916
barns,-5.853901145
dimer,-5.856846335
icing,-5.857183519
pears,-5.857390184
manly,-5.858065274
clown,-5.858344479
mused,-5.859128055
lawns,-5.859237097
stead,-5.86069273
keyed,-5.860771553
mania,-5.861021538
taper,-5.86149976
buses,-5.86180922
bland,-5.862907239
sleek,-5.863077266
freak,-5.863191918
mourn,-5.864289537
welds,-5.864693242
vogue,-5.864773522
moths,-5.864937164
jails,-5.865392072
shady,-5.86552862
groin,-5.86557703
anion,-5.865619912
wakes,-5.865851538
karma,-5.867424083
raged,-5.867546384
dowry,-5.867548096
bulge,-5.867639395
sighs,-5.867959051
aloft,-5.868737214
reels,-5.868871684
privy,-5.869115454
amine,-5.870573302
mover,-5.870706948
guild,-5.871585856
smash,-5.872052457
scoop,-5.872565272
diver,-5.872795506
stung,-5.873360523
wanna,-5.87337611
towed,-5.873657576
dikes,-5.874885658
rigor,-5.87558035
eerie,-5.875939183
salty,-5.875948438
metro,-5.876002395
vodka,-5.876069417
tasty,-5.877061777
zonal,-5.877603514
gorge,-5.878285969
vents,-5.879078171
tunic,-5.879094102
farce,-5.880722868
slant,-5.882337788
relic,-5.882756584
fable,-5.882835028
lumps,-5.883151192
hires,-5.88350841
shove,-5.88442351
heaps,-5.885160471
lowly,-5.885163292
vases,-5.885568159
rogue,-5.886355233
franc,-5.886620778
madam,-5.886879908
crank,-5.887535894
gated,-5.887608276
fonts,-5.887649153
tiers,-5.887937941
kicks,-5.8882892
shave,-5.889097337
expel,-5.88961714
piped,-5.890853577
logos,-5.891529524
levee,-5.891849919
freer,-5.893115067
hilly,-5.894124428
carve,-5.894778078
domes,-5.894836705
reeds,-5.894859363
foyer,-5.895015962
bards,-5.895046574
excel,-5.89652974
inset,-5.896609634
ramps,-5.896704173
spurs,-5.898179903
ticks,-5.898655189
spicy,-5.89876452
moose,-5.899701481
iliac,-5.899899398
erode,-5.899945408
fared,-5.900030656
slung,-5.903218945
vicar,-5.904219463
quail,-5.904289492
swirl,-5.905763012
chere,-5.907548755
berry,-5.908363669
envoy,-5.908385582
shawl,-5.908822778
silky,-5.909162569
odour,-5.909965468
gauze,-5.911530807
sling,-5.911587871
godly,-5.912579004
mores,-5.913360291
terra,-5.914041463
filth,-5.914168066
wraps,-5.915344838
joked,-5.917240635
fades,-5.917339479
jolly,-5.917951891
diced,-5.918734935
shack,-5.91895184
ferns,-5.919311945
bathe,-5.919452084
omits,-5.920051184
thorn,-5.920901072
snowy,-5.921150694
forks,-5.923192418
bites,-5.924038619
harms,-5.924184902
beech,-5.924433641
cyber,-5.925850867
truss,-5.926894343
hitch,-5.928032514
squat,-5.928288864
fated,-5.928810491
prick,-5.929775164
spawn,-5.929997499
servo,-5.93203021
tempt,-5.932237821
dined,-5.932724572
squid,-5.933041547
tolls,-5.933312646
dazed,-5.93485669
ensue,-5.935367667
fiche,-5.935796309
gypsy,-5.937069686
dumps,-5.937283676
rumen,-5.937378467
alkyl,-5.938665173
sonar,-5.940011653
payer,-5.940105974
curry,-5.940486657
irons,-5.940910234
giver,-5.94093861
cider,-5.942026533
admin,-5.943120147
chili,-5.944308387
gowns,-5.944580016
laity,-5.945155769
slits,-5.946002686
hoist,-5.946226059
growl,-5.947204245
studs,-5.947833131
flake,-5.948087443
sever,-5.948164297
aback,-5.948390904
psalm,-5.948677277
mango,-5.949523186
polio,-5.94978767
unify,-5.949968669
foxes,-5.950618664
basil,-5.951283155
lured,-5.951708392
crate,-5.952619192
bowes,-5.952793492
snout,-5.955805689
loamy,-5.95667577
butts,-5.957327096
vials,-5.95949016
heave,-5.959544854
comer,-5.960571527
siren,-5.961250603
sigma,-5.961970343
braid,-5.962343741
agile,-5.964367458
bison,-5.965676126
beets,-5.965745594
baker,-5.965915822
mated,-5.966144638
edict,-5.967080082
posit,-5.967235564
taxis,-5.967606555
grate,-5.96820731
clout,-5.968838158
vomit,-5.969345857
apnea,-5.969469936
smoky,-5.969547566
rebut,-5.971553545
highs,-5.972022591
pence,-5.972131607
germs,-5.97253892
buggy,-5.973518272
bitch,-5.97356124
mater,-5.973879123
windy,-5.974006818
hoses,-5.974161817
gills,-5.974666338
boils,-5.975183591
amuse,-5.976643765
meson,-5.980076353
tiled,-5.980230168
drone,-5.980484202
repel,-5.980772957
murky,-5.980872391
trier,-5.980994472
tween,-5.981031077
bouse,-5.982619797
leash,-5.982669264
bolls,-5.98286962
clump,-5.982915818
payor,-5.983474138
tyres,-5.984404648
abate,-5.984581629
hover,-5.984639705
graze,-5.984719401
fuses,-5.984890276
alibi,-5.985454181
lousy,-5.985604487
paler,-5.985735434
thyme,-5.985897269
humus,-5.988167948
rugby,-5.988429383
clans,-5.989025074
wield,-5.989103123
sores,-5.989152835
pours,-5.98941821
baron,-5.989792667
titer,-5.989970436
nosed,-5.990118514
sited,-5.990443318
flair,-5.99060489
oasis,-5.991982795
hoard,-5.992875949
trawl,-5.993031193
smack,-5.993242398
sedan,-5.993481191
chute,-5.994032634
modus,-5.994395045
toned,-5.995763852
slime,-5.996374229
feats,-5.996478739
natal,-5.996817364
taxon,-5.996833371
spade,-5.997223751
mafic,-5.998712243
kneel,-5.998834603
waxed,-5.998874688
donee,-5.998877365
hound,-5.998943669
fling,-5.999050502
cuffs,-6.000491582
hotly,-6.000789782
pubic,-6.000907205
moons,-6.001528405
swaps,-6.002447138
seine,-6.002927811
roman,-6.00336877
snare,-6.003611963
baser,-6.004486593
cello,-6.004980033
aphid,-6.006483911
islet,-6.006696719
tramp,-6.006835267
ching,-6.008120377
clasp,-6.010537783
suing,-6.010800566
flick,-6.01107307
gages,-6.011110727
pluck,-6.011199929
spake,-6.012593901
savvy,-6.012817742
mulch,-6.01293496
misty,-6.013066113
torus,-6.013731913
emits,-6.013934051
prays,-6.014036467
adore,-6.014098412
vexed,-6.014577308
axles,-6.015927546
lobed,-6.01593245
otter,-6.016069442
brunt,-6.016623354
crook,-6.016978985
malls,-6.01716416
bible,-6.017468504
tenet,-6.017770618
gamut,-6.018052292
fries,-6.018069815
hulls,-6.018363247
baits,-6.019349703
heady,-6.020635628
chasm,-6.021109846
soups,-6.022546324
kinda,-6.023168299
omega,-6.023725703
juicy,-6.024267085
nitro,-6.024655439
diner,-6.024859179
stint,-6.025294286
petit,-6.025456158
stoop,-6.025494893
vests,-6.025614503
stent,-6.026525186
stink,-6.026837837
strut,-6.027149965
writs,-6.028164855
ulnar,-6.028736356
glial,-6.029726226
scour,-6.032547951
chore,-6.03289966
zoned,-6.033666356
crows,-6.033807663
smelt,-6.034990316
anima,-6.035783143
junta,-6.036296358
barks,-6.038311473
tuple,-6.038665594
gravy,-6.039406969
lorry,-6.039681769
wager,-6.041037819
usury,-6.042065152
booty,-6.042228813
husky,-6.04231597
oiled,-6.042793952
doves,-6.043143274
whisk,-6.043268633
stunt,-6.043342883
boord,-6.043394839
navel,-6.043526389
unmet,-6.044005175
avers,-6.044341056
hefty,-6.044997711
folic,-6.045178571
gulls,-6.047639019
grunt,-6.04783999
hawks,-6.04857215
sniff,-6.048797804
cages,-6.049195216
poppy,-6.049694189
boxer,-6.050048168
silos,-6.050184572
boron,-6.050247736
frees,-6.051752906
dykes,-6.051781653
xenon,-6.051817213
tinge,-6.052699405
theta,-6.05293808
obeys,-6.053056087
verso,-6.053253081
torts,-6.054177974
humic,-6.056852968
codon,-6.057229223
bushy,-6.057267681
flyer,-6.057906975
booze,-6.059653784
thump,-6.060818452
hazel,-6.061694824
aides,-6.061861479
fours,-6.062176852
yells,-6.062309766
ovoid,-6.063319431
hikes,-6.063443061
madly,-6.064296529
gully,-6.064652529
spool,-6.064710005
fangs,-6.065259402
grout,-6.065295168
spelt,-6.065648887
dives,-6.065817096
taint,-6.065911144
amiss,-6.066235174
melon,-6.066819421
kilns,-6.066937561
plush,-6.067085467
binge,-6.068442561
memos,-6.06848404
spied,-6.068997917
soaps,-6.069357325
hunts,-6.06986386
raven,-6.070431036
dived,-6.070474013
snuff,-6.070801949
phony,-6.071046368
cadet,-6.071152298
rouse,-6.071516314
snaps,-6.071764189
ingot,-6.072076139
masts,-6.072152833
usher,-6.072580763
woken,-6.072707117
beaut,-6.072829806
temps,-6.07304443
fates,-6.073311786
droit,-6.073934398
riser,-6.074647471
vitae,-6.074795279
taker,-6.075091057
bason,-6.075217309
dusky,-6.075289869
smirk,-6.075605545
jetty,-6.075900037
mists,-6.076060658
mirth,-6.07613062
inept,-6.076630937
valet,-6.077039884
dries,-6.077063214
milky,-6.077639313
sheen,-6.078067606
lathe,-6.078921224
login,-6.080461485
tuber,-6.080816061
clove,-6.080984914
leach,-6.082241254
raked,-6.082432616
shank,-6.082929511
panes,-6.084594993
waned,-6.085249402
banal,-6.085344966
prong,-6.085488102
nicer,-6.085513722
regal,-6.085757968
crypt,-6.085978444
budge,-6.086208412
trope,-6.087153112
masse,-6.087609188
whirl,-6.088117874
crave,-6.08903689
gazes,-6.091042347
rupee,-6.093149067
warts,-6.09329745
intro,-6.093433118
lavas,-6.094321876
darts,-6.095053254
adobe,-6.095073913
abort,-6.095424171
forgo,-6.095620424
foils,-6.096111927
devel,-6.097099552
ortho,-6.097659214
glint,-6.098270473
dares,-6.098971286
plums,-6.099912733
hunch,-6.100507544
rarer,-6.101122026
abler,-6.101869222
spurt,-6.102233266
winch,-6.102584465
knobs,-6.102767501
shuts,-6.103120963
clapt,-6.103227353
disco,-6.103509838
girth,-6.104136948
delve,-6.104261717
twine,-6.105970931
affix,-6.1078245
heath,-6.108415464
mummy,-6.108952017
gyrus,-6.109117339
whorl,-6.110901753
domed,-6.111035241
rafts,-6.111065975
ileum,-6.111499086
trump,-6.112794291
feral,-6.112887472
puffs,-6.112918407
quash,-6.113236793
tithe,-6.113263848
condo,-6.113341209
jacks,-6.113805399
giddy,-6.11473234
leaky,-6.114787626
cools,-6.114821689
chuck,-6.114982805
vigil,-6.115336079
whims,-6.115702936
wasps,-6.115952479
spout,-6.117544912
dryly,-6.118018171
whine,-6.118548808
yolks,-6.118648658
mares,-6.118735175
valor,-6.118832017
sneer,-6.118874551
poise,-6.118940297
anvil,-6.119812998
thugs,-6.120469542
erupt,-6.121819284
vista,-6.123133623
adorn,-6.123517618
scowl,-6.123872201
annoy,-6.12475293
loess,-6.125594837
robin,-6.125691656
hoods,-6.125973651
knack,-6.126167443
jihad,-6.126680472
xylem,-6.126750836
denim,-6.128139968
blues,-6.128227691
canto,-6.128750869
nanny,-6.129890932
allay,-6.131398377
spire,-6.132510776
atlas,-6.133083595
fleas,-6.133217889
gaunt,-6.133611298
moans,-6.134313326
acred,-6.134698208
petal,-6.136131293
wryly,-6.137847256
polis,-6.137923353
epics,-6.13821763
bruit,-6.138472688
khaki,-6.13909347
whips,-6.140332469
sucks,-6.140994461
adage,-6.141155528
bingo,-6.142029297
elude,-6.142500888
eaves,-6.143131588
longs,-6.143296101
truer,-6.143401645
speck,-6.14363705
blude,-6.144528671
bonny,-6.144838231
viola,-6.145378834
spiny,-6.145413174
roost,-6.145651131
